keyword,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
tangible-value,19,-0.17,0.51,0.52,0.92
tank,12,-0.15,0.52,0.69,0.88
taoiseach,31,-0.17,0.48,0.60,1.00
tap,26,-0.14,0.56,0.54,0.88
tape,12,-0.15,0.52,0.61,0.93
targeted,21,-0.18,0.50,0.53,0.93
tariff,2,-0.20,0.46,0.53,0.96
tarmac,29,-0.12,0.59,0.57,0.96
tarmac-delay,39,-0.17,0.41,0.51,0.93
tata,15,-0.18,0.43,0.67,0.81
tax,2,-0.20,0.46,0.53,0.93
tax-break,2,-0.20,0.46,0.58,0.88
tax-code,2,-0.20,0.46,0.52,0.89
tax-holiday,2,-0.20,0.46,0.54,0.90
taxi,9,-0.15,0.55,0.57,1.00
taxi-driver,5,-0.19,0.44,0.66,0.94
taxi-service,17,-0.17,0.48,0.58,0.95
taxiway,0,-0.11,0.56,0.56,0.95
taxpayer,2,-0.20,0.46,0.70,0.86
taxpayers,2,-0.20,0.46,0.63,0.84
teacher,9,-0.15,0.55,0.60,0.97
tech,19,-0.17,0.51,0.57,0.91
technical,19,-0.17,0.51,0.59,0.94
technical-cooperation,24,-0.16,0.46,0.54,0.99
technical-glitch,7,-0.19,0.45,0.54,0.92
technician,5,-0.19,0.44,0.63,0.92
technique,12,-0.15,0.52,0.57,0.97
technological,19,-0.17,0.51,0.62,0.91
technology,19,-0.17,0.51,0.80,0.81
technology-demonstrator,0,-0.11,0.56,0.64,0.86
technology-development,19,-0.17,0.51,0.66,0.93
technology-transfer,35,-0.17,0.47,0.57,0.97
teen,9,-0.15,0.55,0.62,0.98
teenager,34,-0.17,0.50,0.63,0.95
teesside,38,-0.14,0.48,0.50,0.98
tejas,0,-0.11,0.56,0.57,0.93
telecom,35,-0.17,0.47,0.52,0.92
telecommunication,35,-0.17,0.47,0.54,0.88
telecommunications,35,-0.17,0.47,0.66,0.83
telecoms,35,-0.17,0.47,0.63,0.83
telecom-sector,10,-0.19,0.51,0.53,0.98
telegraph,31,-0.17,0.48,0.52,0.94
telematics,4,-0.17,0.43,0.62,0.98
telemetry,18,-0.20,0.45,0.57,0.99
tell,26,-0.14,0.56,0.63,0.89
temperature,12,-0.15,0.52,0.65,0.91
template,18,-0.20,0.45,0.65,0.85
temporary-waiver,2,-0.20,0.46,0.54,0.88
tempted,14,-0.13,0.58,0.63,0.86
tenant,2,-0.20,0.46,0.60,0.94
tenants,2,-0.20,0.46,0.53,0.92
tense,32,-0.17,0.52,0.58,0.94
tepid,28,-0.19,0.48,0.55,0.96
terahertz,4,-0.17,0.43,0.56,0.91
terahertz-technology,4,-0.17,0.43,0.57,0.87
terai-region,24,-0.16,0.46,0.61,0.84
term-break,39,-0.17,0.41,0.59,0.83
terminal,0,-0.11,0.56,0.54,0.99
terminal-1,38,-0.14,0.48,0.62,0.98
terminal-2,38,-0.14,0.48,0.64,0.99
terminal-3,38,-0.14,0.48,0.61,0.99
terminal-4,38,-0.14,0.48,0.58,0.95
terminal-5,38,-0.14,0.48,0.59,0.94
terminal-management-system,4,-0.17,0.43,0.50,0.94
terminals,35,-0.17,0.47,0.50,0.98
terminate,26,-0.14,0.56,0.56,0.91
termination,2,-0.20,0.46,0.61,0.86
terrain,12,-0.15,0.52,0.58,0.94
terrestrial,4,-0.17,0.43,0.56,0.97
terrible,32,-0.17,0.52,0.76,0.79
territory,29,-0.12,0.59,0.67,0.85
terrorism,30,-0.13,0.56,0.56,0.90
terrorist,30,-0.13,0.56,0.61,0.89
teruel,38,-0.14,0.48,0.60,0.90
testament,23,-0.16,0.52,0.53,0.91
test-equipment,4,-0.17,0.43,0.61,0.96
test-equipment-market,10,-0.19,0.51,0.59,0.86
test-flight,0,-0.11,0.56,0.62,0.98
testify,26,-0.14,0.56,0.50,0.92
testing-center,38,-0.14,0.48,0.52,0.95
test-result,5,-0.19,0.44,0.51,0.98
test-systems,4,-0.17,0.43,0.54,0.93
teterboro,38,-0.14,0.48,0.50,0.91
teu,27,-0.19,0.54,0.57,0.98
teus,13,-0.20,0.50,0.55,0.97
texan,5,-0.19,0.44,0.59,0.91
text,18,-0.20,0.45,0.73,0.86
textile,35,-0.17,0.47,0.54,0.90
text-message,5,-0.19,0.44,0.53,0.99
thai,30,-0.13,0.56,0.52,0.98
thai-lion-air,36,-0.10,0.57,0.68,0.80
thai-vietjet,36,-0.10,0.57,0.69,0.89
thales,15,-0.18,0.43,0.63,0.88
the,9,-0.15,0.55,0.52,0.95
theater,34,-0.17,0.50,0.55,0.93
them,9,-0.15,0.55,0.64,0.85
there,32,-0.17,0.52,0.52,0.95
thermal,4,-0.17,0.43,0.54,0.99
thermal-management,4,-0.17,0.43,0.59,0.96
thermal-scanners-market,10,-0.19,0.51,0.55,0.94
thermal-spray-coating,4,-0.17,0.43,0.50,0.96
thermoplastic,12,-0.15,0.52,0.50,0.98
thick,12,-0.15,0.52,0.60,0.97
thing,9,-0.15,0.55,0.55,0.93
things,9,-0.15,0.55,0.58,0.88
think,32,-0.17,0.52,0.54,0.97
think-tank,31,-0.17,0.48,0.55,0.99
third-daily-flight,36,-0.10,0.57,0.57,0.98
third-largest-airline,36,-0.10,0.57,0.52,0.94
third-lockdown,20,-0.14,0.55,0.65,0.99
third-party,18,-0.20,0.45,0.51,0.97
third-quarter,13,-0.20,0.50,0.60,0.93
third-ship,36,-0.10,0.57,0.55,0.94
third-wave,20,-0.14,0.55,0.78,0.83
threaten,26,-0.14,0.56,0.58,0.89
thrice-weekly,36,-0.10,0.57,0.53,0.89
throttle,12,-0.15,0.52,0.52,0.90
throw,26,-0.14,0.56,0.59,0.89
thumb,12,-0.15,0.52,0.53,0.91
thunder,34,-0.17,0.50,0.56,0.92
thwart,26,-0.14,0.56,0.66,0.78
tibet,30,-0.13,0.56,0.59,0.97
ticket,9,-0.15,0.55,0.56,0.98
ticket-agent,5,-0.19,0.44,0.53,0.92
tigerair,36,-0.10,0.57,0.72,0.79
tight,16,-0.21,0.42,0.55,0.97
tighten,26,-0.14,0.56,0.60,0.90
tile,12,-0.15,0.52,0.66,0.84
tiltrotor,0,-0.11,0.56,0.70,0.81
tim,15,-0.18,0.43,0.55,0.99
time,9,-0.15,0.55,0.56,0.93
time-consuming,21,-0.18,0.50,0.50,0.91
time-frame,39,-0.17,0.41,0.52,0.99
timeframe,39,-0.17,0.41,0.52,1.00
time-saving,4,-0.17,0.43,0.55,0.90
time-slot,34,-0.17,0.50,0.51,0.98
times-union,31,-0.17,0.48,0.51,0.89
timetable,2,-0.20,0.46,0.50,0.95
tin,12,-0.15,0.52,0.57,0.88
tipping-point,23,-0.16,0.52,0.56,0.94
titanium,12,-0.15,0.52,0.58,0.92
titanium-alloy,12,-0.15,0.52,0.56,0.93
title,34,-0.17,0.50,0.55,0.93
tms,4,-0.17,0.43,0.61,0.96
toddler,9,-0.15,0.55,0.61,0.99
tofu,12,-0.15,0.52,0.52,0.88
tohoku-region,24,-0.16,0.46,0.50,0.89
tokayev,30,-0.13,0.56,0.62,0.92
tolerate,26,-0.14,0.56,0.64,0.81
ton,13,-0.20,0.50,0.59,0.87
tonight,34,-0.17,0.50,0.65,0.85
tonnage,37,-0.11,0.58,0.51,0.99
tonne,13,-0.20,0.50,0.63,0.87
tool,18,-0.20,0.45,0.62,0.93
tooling,4,-0.17,0.43,0.61,0.95
torque-sensors,4,-0.17,0.43,0.55,0.94
torrential-rain,29,-0.12,0.59,0.55,0.97
total,13,-0.20,0.50,0.53,0.95
total-demand,13,-0.20,0.50,0.55,0.97
total-emission,25,-0.18,0.39,0.53,0.95
total-emissions,37,-0.11,0.58,0.64,0.87
total-employment,13,-0.20,0.50,0.56,0.95
total-passenger-traffic,25,-0.18,0.39,0.60,0.99
total-traffic,25,-0.18,0.39,0.55,0.96
touch-screen,12,-0.15,0.52,0.58,0.96
touchscreen,12,-0.15,0.52,0.56,0.95
tough,32,-0.17,0.52,0.63,0.91
tough-business,23,-0.16,0.52,0.52,0.93
tough-time,23,-0.16,0.52,0.56,0.91
tour,34,-0.17,0.50,0.76,0.82
tourism,6,-0.14,0.54,0.54,0.98
tourism-boom,6,-0.14,0.54,0.56,0.94
tourism-consumption,24,-0.16,0.46,0.52,0.90
tourism-destination,24,-0.16,0.46,0.50,0.94
tourism-gdp,25,-0.18,0.39,0.53,0.89
tourism-industry,6,-0.14,0.54,0.57,0.95
tourism-promotion,24,-0.16,0.46,0.53,0.94
tourism-recovery,6,-0.14,0.54,0.61,0.94
tourism-season,33,-0.03,0.67,0.72,0.83
tourism-secretary,31,-0.17,0.48,0.55,0.90
tourism-sector,6,-0.14,0.54,0.60,0.95
tourism-spending,6,-0.14,0.54,0.56,0.95
tourism-value-chain,24,-0.16,0.46,0.52,0.91
tourist,17,-0.17,0.48,0.61,0.96
tourist-accommodation,17,-0.17,0.48,0.54,0.91
tourist-arrival,25,-0.18,0.39,0.56,0.88
tourist-destination,24,-0.16,0.46,0.51,0.98
tourist-flow,24,-0.16,0.46,0.52,0.97
touristic,24,-0.16,0.46,0.51,0.93
tourist-influx,6,-0.14,0.54,0.50,0.99
tourist-traffic,6,-0.14,0.54,0.60,0.93
tourist-trip,17,-0.17,0.48,0.54,0.99
tour-operator,36,-0.10,0.57,0.63,0.98
tout,26,-0.14,0.56,0.56,0.85
tower,38,-0.14,0.48,0.62,0.97
town,29,-0.12,0.59,0.72,0.90
toy,9,-0.15,0.55,0.60,0.96
traceability,19,-0.17,0.51,0.58,0.92
trade-exchange,24,-0.16,0.46,0.56,0.93
trade-facilitation,35,-0.17,0.47,0.55,0.95
trade-flow,6,-0.14,0.54,0.57,0.93
trade-port,24,-0.16,0.46,0.55,0.91
trade-union,30,-0.13,0.56,0.52,0.98
traditional-energy,37,-0.11,0.58,0.57,0.94
traffic,29,-0.12,0.59,0.52,0.94
traffic-congestion,37,-0.11,0.58,0.50,0.96
traffic-jam,7,-0.19,0.45,0.51,0.96
traffic-management,35,-0.17,0.47,0.62,0.89
traffic-management-system,4,-0.17,0.43,0.52,0.96
tragic,32,-0.17,0.52,0.69,0.81
trail,29,-0.12,0.59,0.62,0.98
trailer,34,-0.17,0.50,0.66,0.99
trainer,34,-0.17,0.50,0.64,0.90
training,19,-0.17,0.51,0.51,0.94
training-aircraft,0,-0.11,0.56,0.72,0.85
training-flight,0,-0.11,0.56,0.54,0.95
training-session,34,-0.17,0.50,0.66,0.83
training-simulator,0,-0.11,0.56,0.57,0.97
train-operator,36,-0.10,0.57,0.63,0.92
train-ride,34,-0.17,0.50,0.60,0.99
trains,29,-0.12,0.59,0.57,0.94
train-transportation,22,0.37,0.21,0.52,0.89
train-travel,17,-0.17,0.48,0.68,0.90
transatlantic,36,-0.10,0.57,0.50,0.91
transatlantic-flight,17,-0.17,0.48,0.56,0.95
transatlantic-route,36,-0.10,0.57,0.59,0.94
transavia,36,-0.10,0.57,0.54,0.91
transcontinental,36,-0.10,0.57,0.54,0.95
transfer,26,-0.14,0.56,0.57,0.89
transform,26,-0.14,0.56,0.61,0.92
transformational,23,-0.16,0.52,0.57,0.90
transformative,23,-0.16,0.52,0.56,0.95
transit-cargo,17,-0.17,0.48,0.51,0.97
transit-flight,17,-0.17,0.48,0.58,0.96
transitory,32,-0.17,0.52,0.51,1.00
transit-passenger,5,-0.19,0.44,0.58,0.88
translate,26,-0.14,0.56,0.68,0.81
transmissible-delta-variant,20,-0.14,0.55,0.54,0.88
transmit,26,-0.14,0.56,0.57,0.87
transpacific,36,-0.10,0.57,0.51,0.91
transparent,21,-0.18,0.50,0.64,0.90
transpiration,12,-0.15,0.52,0.51,0.92
transport,35,-0.17,0.47,0.55,0.98
transport-accessibility,24,-0.16,0.46,0.56,0.89
transport-aircraft,0,-0.11,0.56,0.69,0.89
transportation,35,-0.17,0.47,0.77,0.86
transportation-application,10,-0.19,0.51,0.57,0.88
transportation-corridor,24,-0.16,0.46,0.56,0.89
transportation-equipment,35,-0.17,0.47,0.55,0.90
transportation-industry,35,-0.17,0.47,0.67,0.91
transportation-infrastructure,35,-0.17,0.47,0.63,0.94
transportation-logistics,35,-0.17,0.47,0.61,0.81
transportation-management,35,-0.17,0.47,0.57,0.90
transportation-market,10,-0.19,0.51,0.67,0.87
transportation-service,17,-0.17,0.48,0.51,0.95
transportation-services,35,-0.17,0.47,0.63,0.86
transport-communication,24,-0.16,0.46,0.55,0.92
transport-infrastructure,35,-0.17,0.47,0.69,0.91
transport-market,10,-0.19,0.51,0.56,0.96
transport-secretary,31,-0.17,0.48,0.54,0.98
transport-sector,35,-0.17,0.47,0.65,0.96
transport-services,35,-0.17,0.47,0.67,0.85
transport-system,37,-0.11,0.58,0.57,0.99
transport-vehicle,0,-0.11,0.56,0.62,0.88
trans-siberian-railway,24,-0.16,0.46,0.57,0.95
trap,12,-0.15,0.52,0.51,0.91
trapped,16,-0.21,0.42,0.55,0.97
trash,9,-0.15,0.55,0.58,0.93
travel,26,-0.14,0.56,0.53,0.96
travel-agent,5,-0.19,0.44,0.67,0.96
travel-ban,7,-0.19,0.45,0.54,1.00
travel-chaos,7,-0.19,0.45,0.54,0.98
travel-corridor,17,-0.17,0.48,0.62,0.91
travel-date,17,-0.17,0.48,0.54,0.92
travel-demand,6,-0.14,0.54,0.76,0.87
travel-destination,17,-0.17,0.48,0.53,0.94
travel-disruption,20,-0.14,0.55,0.52,0.97
traveler,5,-0.19,0.44,0.69,0.97
travelers,17,-0.17,0.48,0.66,0.93
travel-industry,6,-0.14,0.54,0.57,0.95
traveling,16,-0.21,0.42,0.53,0.99
travel-insurance,17,-0.17,0.48,0.56,0.92
travel-itinerary,17,-0.17,0.48,0.58,0.86
traveller,5,-0.19,0.44,0.71,0.97
travellers,17,-0.17,0.48,0.69,0.93
travelling,17,-0.17,0.48,0.61,0.98
travel-management,35,-0.17,0.47,0.55,0.88
travelodge,38,-0.14,0.48,0.54,0.96
travel-operator,36,-0.10,0.57,0.54,0.95
travel-package,17,-0.17,0.48,0.51,0.93
travel-period,33,-0.03,0.67,0.64,0.95
travelperk,15,-0.18,0.43,0.51,0.89
travel-quarantine,17,-0.17,0.48,0.53,0.94
travel-rebound,6,-0.14,0.54,0.56,0.94
travel-restriction,17,-0.17,0.48,0.56,0.98
travel-restrictions,20,-0.14,0.55,0.66,0.92
travel-route,17,-0.17,0.48,0.51,0.90
travel-season,33,-0.03,0.67,0.71,0.86
travel-sector,6,-0.14,0.54,0.62,0.90
travel-service,36,-0.10,0.57,0.55,0.98
travel-spending,6,-0.14,0.54,0.59,0.93
travel-time,17,-0.17,0.48,0.54,0.96
travel-volume,25,-0.18,0.39,0.55,0.98
treasury,2,-0.20,0.46,0.58,0.88
treat,26,-0.14,0.56,0.66,0.79
treaty,30,-0.13,0.56,0.59,0.95
tree,9,-0.15,0.55,0.66,0.93
tree-planting,37,-0.11,0.58,0.52,0.94
tremendous,23,-0.16,0.52,0.52,0.90
tremendous-value,23,-0.16,0.52,0.52,0.95
trend,6,-0.14,0.54,0.57,0.94
triangle,38,-0.14,0.48,0.51,0.92
tribune,31,-0.17,0.48,0.55,0.89
tri-cities,38,-0.14,0.48,0.56,0.90
trickling,16,-0.21,0.42,0.53,0.88
tricky,32,-0.17,0.52,0.51,0.99
trigger,26,-0.14,0.56,0.57,0.90
trim,12,-0.15,0.52,0.51,0.90
trio,34,-0.17,0.50,0.61,0.89
trip,34,-0.17,0.50,0.75,0.92
trips,17,-0.17,0.48,0.64,0.94
trolley,9,-0.15,0.55,0.62,0.97
troop,38,-0.14,0.48,0.53,1.00
trough,13,-0.20,0.50,0.60,0.91
truce,30,-0.13,0.56,0.56,0.99
truck,9,-0.15,0.55,0.70,0.87
truck-driver,5,-0.19,0.44,0.67,0.91
trucker,5,-0.19,0.44,0.68,0.82
trucking,35,-0.17,0.47,0.63,0.84
truck-tonnage,25,-0.18,0.39,0.53,0.89
truck-transportation,35,-0.17,0.47,0.51,0.92
trudeau,30,-0.13,0.56,0.55,0.99
true,32,-0.17,0.52,0.62,0.91
try,26,-0.14,0.56,0.54,0.96
tsa-checkpoint,17,-0.17,0.48,0.50,0.92
tsai,30,-0.13,0.56,0.62,0.93
tt,15,-0.18,0.43,0.54,0.92
tube,12,-0.15,0.52,0.75,0.81
tui,36,-0.10,0.57,0.67,0.92
tunnel,29,-0.12,0.59,0.63,0.91
turbine,12,-0.15,0.52,0.66,0.95
turbine-engine,0,-0.11,0.56,0.62,0.92
turbine-wheel,12,-0.15,0.52,0.53,0.95
turbocharger,12,-0.15,0.52,0.65,0.92
turboprop,0,-0.11,0.56,0.74,0.91
turboprop-aircraft,0,-0.11,0.56,0.63,0.99
turbulence,20,-0.14,0.55,0.58,0.95
turbulent,32,-0.17,0.52,0.50,0.99
turbulent-month,39,-0.17,0.41,0.57,0.86
turbulent-time,23,-0.16,0.52,0.53,0.95
turkic,30,-0.13,0.56,0.57,0.97
turkish,30,-0.13,0.56,0.81,0.69
turkish-airline,36,-0.10,0.57,0.70,0.78
turkish-airlines,36,-0.10,0.57,0.80,0.81
turkish-cargo,36,-0.10,0.57,0.60,0.90
turmoil,7,-0.19,0.45,0.66,0.97
turn,26,-0.14,0.56,0.62,0.83
turner,38,-0.14,0.48,0.51,0.99
turning-point,23,-0.16,0.52,0.62,0.88
turnkey,4,-0.17,0.43,0.59,0.92
turnover,13,-0.20,0.50,0.56,0.89
tv,9,-0.15,0.55,0.56,0.96
twa,36,-0.10,0.57,0.51,0.97
t-way-air,36,-0.10,0.57,0.60,0.87
tweak,26,-0.14,0.56,0.63,0.80
tweed,38,-0.14,0.48,0.51,0.88
twin-otter,0,-0.11,0.56,0.65,1.00
two-airlines,36,-0.10,0.57,0.69,0.83
type-aircraft,0,-0.11,0.56,0.56,0.98
typhoon,29,-0.12,0.59,0.60,0.97
typical,16,-0.21,0.42,0.51,0.94
uae,24,-0.16,0.46,0.70,0.95
uae-carrier,36,-0.10,0.57,0.66,0.91
uae-resident,5,-0.19,0.44,0.58,0.83
ual,15,-0.18,0.43,0.53,0.91
uas,0,-0.11,0.56,0.74,0.84
uav,0,-0.11,0.56,0.82,0.79
uavs,0,-0.11,0.56,0.72,0.87
uber,15,-0.18,0.43,0.53,0.98
ubers,17,-0.17,0.48,0.51,0.89
ue,18,-0.20,0.45,0.52,0.93
ukrainian,30,-0.13,0.56,0.84,0.65
ukrainian-airline,36,-0.10,0.57,0.56,0.91
ukrainian-border,29,-0.12,0.59,0.53,0.95
ukrainian-side,30,-0.13,0.56,0.60,0.87
ulcc,36,-0.10,0.57,0.66,0.82
ultralight-aircraft,0,-0.11,0.56,0.60,0.89
ultra-long-range,0,-0.11,0.56,0.58,0.97
ultra-low-cost-carrier,36,-0.10,0.57,0.70,0.82
ultra-precise,4,-0.17,0.43,0.59,0.83
umrah,17,-0.17,0.48,0.50,0.93
un,30,-0.13,0.56,0.70,0.85
unable,14,-0.13,0.58,0.81,0.73
unacceptable,32,-0.17,0.52,0.65,0.86
unavoidable,32,-0.17,0.52,0.59,0.91
unaware,32,-0.17,0.52,0.60,0.87
unbalanced,32,-0.17,0.52,0.62,0.90
unblock,26,-0.14,0.56,0.58,0.86
uncertain,32,-0.17,0.52,0.66,0.89
uncertainty,20,-0.14,0.55,0.61,0.96
unclear,32,-0.17,0.52,0.53,0.92
uncontroversial,21,-0.18,0.50,0.51,0.97
uncover,26,-0.14,0.56,0.63,0.80
undergo,26,-0.14,0.56,0.54,0.86
underline,26,-0.14,0.56,0.51,0.95
undermine,26,-0.14,0.56,0.65,0.83
underpin,26,-0.14,0.56,0.52,0.96
under-secretary,31,-0.17,0.48,0.59,0.84
understand,26,-0.14,0.56,0.63,0.87
understanding,19,-0.17,0.51,0.58,0.87
undertake,26,-0.14,0.56,0.62,0.81
underutilized,21,-0.18,0.50,0.50,0.94
unemployment,20,-0.14,0.55,0.53,0.99
uneven-recovery,6,-0.14,0.54,0.62,0.92
unexpected,32,-0.17,0.52,0.54,0.90
unfair,32,-0.17,0.52,0.63,0.88
unfathomable,32,-0.17,0.52,0.59,0.89
unfold,26,-0.14,0.56,0.55,0.91
unfortunate,32,-0.17,0.52,0.73,0.79
unfortunately,32,-0.17,0.52,0.65,0.84
unify,26,-0.14,0.56,0.62,0.84
union,30,-0.13,0.56,0.58,0.95
union-territory,24,-0.16,0.46,0.54,0.88
unique,21,-0.18,0.50,0.55,1.00
unique-advantage,23,-0.16,0.52,0.57,0.89
unique-technology,4,-0.17,0.43,0.62,0.97
unite,26,-0.14,0.56,0.57,0.87
united,30,-0.13,0.56,0.51,0.93
unknown,32,-0.17,0.52,0.56,0.91
unknown-male,11,-0.18,0.46,0.51,0.90
unleash,26,-0.14,0.56,0.71,0.74
unlock,26,-0.14,0.56,0.65,0.84
unmanned,0,-0.11,0.56,0.71,0.87
unmanned-aerial-system,0,-0.11,0.56,0.72,0.81
unmanned-aerial-vehicle,0,-0.11,0.56,0.77,0.82
unmanned-aircraft,0,-0.11,0.56,0.80,0.73
unmanned-aviation,0,-0.11,0.56,0.59,0.88
unmanned-systems,0,-0.11,0.56,0.63,0.97
unmanned-vehicle,0,-0.11,0.56,0.69,0.85
unnamed-customer,11,-0.18,0.46,0.54,0.88
unnamed-person,11,-0.18,0.46,0.61,0.87
unnecessary,32,-0.17,0.52,0.54,0.96
unpleasant,32,-0.17,0.52,0.63,0.89
unprecedented-coronavirus-pandemic,20,-0.14,0.55,0.52,0.98
unprecedented-covid-19-pandemic,20,-0.14,0.55,0.64,0.85
unprecedented-measure,11,-0.18,0.46,0.51,0.88
unprecedented-move,11,-0.18,0.46,0.62,0.87
unprepared,32,-0.17,0.52,0.55,0.88
unrealistic,32,-0.17,0.52,0.57,0.90
unreliable,32,-0.17,0.52,0.55,0.99
unrest,20,-0.14,0.55,0.62,0.95
unruly-customer,11,-0.18,0.46,0.60,0.97
unruly-passenger,11,-0.18,0.46,0.61,0.87
unsatisfactory,32,-0.17,0.52,0.58,0.97
unsatisfied-customer,11,-0.18,0.46,0.65,0.92
unscheduled-landing,11,-0.18,0.46,0.55,0.88
unsolved-homicide,11,-0.18,0.46,0.61,0.86
unstable,32,-0.17,0.52,0.61,0.91
unsustainable,28,-0.19,0.48,0.55,0.99
untangle,26,-0.14,0.56,0.56,0.90
unthinkable,32,-0.17,0.52,0.55,0.93
unusual,32,-0.17,0.52,0.61,0.88
unveil,26,-0.14,0.56,0.51,0.88
unwind,26,-0.14,0.56,0.55,0.91
upcoming-bank-holiday-weekend,39,-0.17,0.41,0.56,0.88
upcoming-festival-season,39,-0.17,0.41,0.50,0.99
upcoming-holiday,33,-0.03,0.67,0.69,0.90
upcoming-holiday-weekend,33,-0.03,0.67,0.71,0.93
upcoming-lunar-new-year-holiday,33,-0.03,0.67,0.73,0.89
upcoming-winter-season,33,-0.03,0.67,0.71,0.89
upend,26,-0.14,0.56,0.62,0.85
upgrade,26,-0.14,0.56,0.52,0.92
upheaval,7,-0.19,0.45,0.60,1.00
uphold,26,-0.14,0.56,0.62,0.82
upload,18,-0.20,0.45,0.55,0.97
upper-atmosphere,12,-0.15,0.52,0.51,0.98
upper-peninsula,38,-0.14,0.48,0.52,0.99
uproar,7,-0.19,0.45,0.55,0.97
upset,32,-0.17,0.52,0.69,0.84
upskilling,19,-0.17,0.51,0.64,0.83
upstream,35,-0.17,0.47,0.51,0.95
upswing,6,-0.14,0.54,0.59,0.98
uptick,28,-0.19,0.48,0.50,0.98
upturn,6,-0.14,0.54,0.63,0.92
upward-pressure,28,-0.19,0.48,0.59,0.93
urban-pollution,37,-0.11,0.58,0.63,0.94
usaa,15,-0.18,0.43,0.52,0.87
usability,19,-0.17,0.51,0.55,0.96
usable,21,-0.18,0.50,0.70,0.80
usaf,0,-0.11,0.56,0.61,0.88
use,26,-0.14,0.56,0.66,0.86
useful,21,-0.18,0.50,0.68,0.87
user,18,-0.20,0.45,0.69,0.96
usher,26,-0.14,0.56,0.56,0.88
using,18,-0.20,0.45,0.50,0.95
ussr,30,-0.13,0.56,0.63,0.84
ut,38,-0.14,0.48,0.58,0.90
utair,36,-0.10,0.57,0.60,0.85
utilities,35,-0.17,0.47,0.60,0.98
utility,4,-0.17,0.43,0.52,0.99
utilization,37,-0.11,0.58,0.56,0.95
utilize,26,-0.14,0.56,0.68,0.81
utter-chaos,7,-0.19,0.45,0.51,0.90
uv,12,-0.15,0.52,0.64,0.89
uzbek,30,-0.13,0.56,0.74,0.78
vacation,34,-0.17,0.50,0.60,0.97
vacation-destination,17,-0.17,0.48,0.57,0.93
vacation-rental,17,-0.17,0.48,0.53,0.98
vaccinate,26,-0.14,0.56,0.54,0.89
vaccinated-travel-lane,17,-0.17,0.48,0.54,0.92
vaccination,20,-0.14,0.55,0.59,0.90
vaccination-certificate,17,-0.17,0.48,0.54,0.98
vaccination-rollout,20,-0.14,0.55,0.60,0.93
vaccine-passport,17,-0.17,0.48,0.53,0.97
vaccine-roll-out,20,-0.14,0.55,0.63,0.96
vaccine-rollout,20,-0.14,0.55,0.67,0.91
vail,38,-0.14,0.48,0.62,0.85
valid,21,-0.18,0.50,0.54,0.91
validate,26,-0.14,0.56,0.57,0.90
valley,29,-0.12,0.59,0.79,0.74
valuable,21,-0.18,0.50,0.62,0.88
value-added,19,-0.17,0.51,0.50,0.99
value-added-tax,2,-0.20,0.46,0.51,0.92
value-chain,19,-0.17,0.51,0.60,0.91
valve,12,-0.15,0.52,0.72,0.82
vandenberg,38,-0.14,0.48,0.57,0.98
varadero,17,-0.17,0.48,0.57,1.00
variant,20,-0.14,0.55,0.62,0.88
vasco,38,-0.14,0.48,0.56,0.89
vast-opportunity,23,-0.16,0.52,0.56,0.91
vat,2,-0.20,0.46,0.57,0.91
vector,12,-0.15,0.52,0.55,0.97
vedanta,15,-0.18,0.43,0.55,0.87
vegas,34,-0.17,0.50,0.61,0.91
vehicle,9,-0.15,0.55,0.71,0.84
vehicle-body,12,-0.15,0.52,0.58,0.92
vendor,18,-0.20,0.45,0.55,0.93
vengeance,7,-0.19,0.45,0.51,0.92
venue,34,-0.17,0.50,0.59,0.94
verification,18,-0.20,0.45,0.59,0.89
verify,26,-0.14,0.56,0.57,0.92
verona,38,-0.14,0.48,0.66,0.79
version,18,-0.20,0.45,0.53,0.94
vertical,10,-0.19,0.51,0.55,1.00
vertical-aerospace,15,-0.18,0.43,0.56,0.96
vertical-flight,0,-0.11,0.56,0.53,0.90
vertical-integration,19,-0.17,0.51,0.61,0.92
vertical-takeoff,0,-0.11,0.56,0.78,0.81
vertiport,38,-0.14,0.48,0.53,0.97
vessel,0,-0.11,0.56,0.65,0.99
vetted,21,-0.18,0.50,0.54,0.87
vexing,32,-0.17,0.52,0.53,0.94
viable,21,-0.18,0.50,0.68,0.84
vibration,12,-0.15,0.52,0.68,0.87
vibration-sensor,4,-0.17,0.43,0.52,0.95
vice,31,-0.17,0.48,0.67,0.84
vice-premier,30,-0.13,0.56,0.60,1.00
vicinity,29,-0.12,0.59,0.52,0.94
victim,9,-0.15,0.55,0.63,0.87
victoria,29,-0.12,0.59,0.62,0.95
video,9,-0.15,0.55,0.54,0.98
vietjet,36,-0.10,0.57,0.71,0.86
vietjet-air,36,-0.10,0.57,0.72,0.80
việt-nam,24,-0.16,0.46,0.70,0.82
vietnamese,30,-0.13,0.56,0.66,0.88
vietravel,36,-0.10,0.57,0.63,0.91
village,29,-0.12,0.59,0.71,0.85
violate,26,-0.14,0.56,0.52,0.88
violation,2,-0.20,0.46,0.51,0.94
violent,32,-0.17,0.52,0.53,0.91
vip-customer,5,-0.19,0.44,0.51,0.98
viracopos,22,0.37,0.21,0.54,0.97
viral-transmission,20,-0.14,0.55,0.54,0.87
virgin,15,-0.18,0.43,0.55,0.97
